timestamp,line,machine,shift,product_type,batch_size,operator_experience_years,setup_time_min,cycle_time_min,wait_time_min,temperature_F,pressure_bar,vibration_mm_s,torque_Nm,humidity_pct,energy_kwh,defect,defect_count,failure,sensor_01,sensor_02,sensor_03,sensor_04,sensor_05,sensor_06,sensor_07,sensor_08,sensor_09,sensor_10,sensor_11,sensor_12
2025-10-22 10:01:00,Line-B,M3,Day,P1,56,2.6,9.64,25.5,6.04,67.06,26.03,0.525,53.8,49.0,4.243,0,0,0,-0.322,0.071,-0.005,-0.285,0.332,-0.701,-0.766,-1.065,-0.918,-0.216,0.548,0.387
2025-10-12 07:05:00,Line-A,M2,Day,P1,10,4.3,12.66,26.44,16.55,81.49,37.64,2.171,61.78,38.3,4.769,0,0,0,1.668,1.924,,1.597,1.537,-0.383,-0.051,-0.039,0.116,1.748,1.183,1.278
2025-10-05 03:26:00,Line-B,M4,Night,P2,19,6.4,12.1,21.06,6.19,61.29,24.01,2.242,47.05,38.7,4.355,0,0,0,-1.018,-0.756,-1.014,-0.971,-0.958,0.799,0.849,0.794,0.552,-1.439,-0.969,-1.564
2025-09-01 06:46:00,Line-A,M3,Swing,P1,10,5.5,10.83,19.24,5.19,58.62,23.9,1.594,50.86,44.5,3.871,0,0,0,-0.983,-1.079,-0.584,-1.07,-0.671,0.083,0.021,0.677,0.695,-0.23,-0.488,-0.876
2025-10-10 14:00:00,Line-A,M4,Swing,P4,18,4.4,20.58,25.71,8.42,71.15,32.21,2.803,56.04,41.7,3.801,1,0,0,0.573,-0.53,0.208,0.046,0.778,1.248,1.565,0.904,0.785,0.297,-0.203,-1.0
2025-09-20 23:30:00,Line-B,M3,Swing,P1,29,7.0,11.55,22.24,6.39,62.53,26.8,1.926,50.32,40.7,3.956,0,0,0,-0.99,-0.426,-0.947,-0.69,-0.867,0.183,0.202,0.271,0.393,-0.927,-0.692,-0.985
2025-10-22 01:13:00,Line-B,M2,Day,P1,33,6.4,8.62,28.86,15.94,,,1.552,62.52,45.7,4.556,0,0,0,0.531,0.896,,1.243,1.061,-0.872,-0.519,-0.138,-0.517,-0.076,0.736,0.088
2025-10-10 22:36:00,Line-A,M4,Day,P1,10,3.9,8.3,30.91,18.78,80.63,35.77,0.65,61.66,38.7,4.974,0,0,0,1.393,2.514,1.392,2.174,1.911,-1.456,-1.3,-0.629,-0.736,-0.366,0.137,-0.584
2025-09-15 20:31:00,Line-B,M4,Swing,P1,44,4.0,9.18,19.84,10.77,58.69,22.17,3.34,50.85,39.0,4.026,0,0,0,-1.854,-1.979,-0.959,-0.807,-0.801,1.113,1.398,1.844,1.44,-0.679,-1.675,-0.831
2025-10-16 18:24:00,Line-C,M2,Night,P1,17,6.7,5.5,20.07,5.01,69.04,27.49,2.524,52.32,54.6,4.385,0,0,0,-0.474,0.105,-0.28,0.935,-0.439,0.661,1.201,0.568,0.765,0.263,0.063,-0.146
2025-09-06 21:17:00,Line-A,M5,Day,P3,10,3.5,15.08,25.45,14.75,77.3,30.79,2.599,61.32,44.2,4.706,0,0,0,0.523,1.239,0.987,1.014,0.871,0.808,1.452,1.601,0.819,-0.356,0.754,1.378
2025-09-30 10:00:00,Line-A,M4,Day,P1,46,10.1,9.77,29.78,13.42,81.12,37.13,2.212,61.23,34.4,4.657,0,0,0,1.432,1.432,1.082,1.521,1.55,0.532,0.365,0.337,0.427,-0.467,-0.339,0.236
2025-10-15 13:46:00,Line-B,M4,Night,P3,52,3.6,16.58,29.9,26.5,80.64,35.69,0.181,58.31,38.8,4.4,0,0,0,1.367,1.499,1.322,1.952,1.05,-1.075,-1.209,-0.871,-1.101,-0.527,-0.041,-0.222
2025-10-17 07:06:00,Line-A,M1,Swing,P1,16,4.5,6.33,21.94,5.16,64.81,28.2,0.785,49.34,39.7,3.483,0,0,0,-1.131,-1.177,-0.091,0.143,-0.12,0.202,-0.766,-0.388,-0.396,-0.366,-0.868,-0.264
2025-10-12 04:58:00,Line-C,M5,Swing,P1,36,2.8,3.05,25.15,8.85,62.18,26.41,2.048,51.06,48.3,4.291,0,0,0,-1.384,-1.11,-0.601,-0.17,-0.371,0.826,0.057,0.407,0.563,0.347,-0.608,-0.714
2025-10-18 21:55:00,Line-B,M4,Day,P1,32,2.0,5.48,27.61,6.2,70.63,31.46,1.838,57.99,40.7,4.271,1,3,0,-0.311,0.523,,0.249,1.399,0.568,-0.457,0.397,0.242,-0.071,0.519,-0.83
2025-09-08 18:35:00,Line-A,M5,Swing,P3,33,6.7,12.86,27.85,3.54,72.21,25.86,2.451,53.25,46.4,4.295,0,0,0,-0.091,0.375,0.364,-0.562,1.349,0.461,0.793,0.901,1.1,-0.034,-0.132,-0.415
2025-09-19 05:10:00,Line-A,M3,Day,P1,21,4.8,7.55,19.29,12.56,60.05,23.82,3.092,51.64,42.0,3.839,0,0,0,-1.145,-1.35,,-1.155,-0.771,1.126,1.332,1.359,2.04,-1.172,-1.217,-1.253
2025-09-22 16:37:00,Line-A,M3,Day,P4,23,6.5,20.76,21.33,2.82,63.15,25.98,2.861,53.65,31.3,3.833,0,0,0,-0.732,-0.425,-0.515,0.258,-0.229,1.858,1.441,1.183,1.359,-0.631,-1.354,-0.936
2025-09-22 01:24:00,Line-A,M5,Night,P3,49,4.7,13.08,30.04,13.37,74.04,28.67,3.647,66.45,50.9,4.707,1,2,0,0.017,-0.192,0.863,0.543,0.602,1.83,2.694,2.25,2.55,0.497,-0.917,0.407
2025-09-17 02:46:00,Line-B,M4,Night,P3,22,6.6,14.58,29.54,12.88,74.53,32.07,,54.9,42.5,4.77,0,0,0,1.164,0.553,0.464,0.389,1.221,-0.971,-0.855,-1.452,-1.443,0.624,0.059,0.23
2025-09-04 12:07:00,Line-A,M4,Day,P1,28,2.6,8.63,24.94,7.4,72.56,29.77,0.402,48.12,37.4,4.464,0,0,0,0.081,-0.198,-0.125,0.412,0.42,-0.93,-0.953,-1.117,-1.554,-0.769,-1.361,0.094
2025-10-30 05:40:00,Line-A,M1,Day,P3,23,4.8,13.92,25.58,8.53,69.61,28.8,2.375,56.44,37.5,4.412,0,0,0,-0.346,-0.207,0.017,0.092,0.04,1.35,1.336,1.686,0.693,-0.889,-0.654,-0.27
2025-10-05 20:20:00,Line-C,M4,Night,P1,39,5.8,12.53,26.84,23.28,75.24,34.36,1.325,56.37,44.3,4.263,0,0,0,0.875,0.846,1.085,1.369,1.41,-0.119,-0.453,0.187,0.032,0.061,1.484,0.405
2025-10-25 18:06:00,Line-C,M1,Swing,P3,23,4.4,14.21,25.95,5.18,64.85,28.19,2.573,57.53,38.5,4.409,0,0,0,0.557,0.372,-0.254,0.578,0.374,1.988,1.231,1.657,2.012,-0.373,0.04,-0.009
2025-09-10 18:19:00,Line-A,M2,Day,P3,25,3.4,17.92,24.97,13.1,68.04,28.16,2.804,54.94,40.6,4.469,0,0,0,-0.293,-0.776,0.343,-0.068,0.334,0.709,1.797,1.489,1.653,-0.324,-1.108,-0.32
2025-09-28 01:43:00,Line-A,M4,Night,P4,34,6.2,17.48,25.59,10.03,62.53,28.14,1.614,51.27,35.6,4.705,0,0,0,-0.693,-1.012,-0.343,-0.22,0.026,0.357,-0.164,0.821,0.202,-0.626,-1.056,-0.326
2025-10-23 17:20:00,Line-A,M4,Night,P3,25,2.6,14.29,17.58,7.99,60.04,24.49,1.004,40.12,33.9,3.68,0,0,0,-1.394,-1.33,-1.558,-0.673,-0.992,-1.366,-0.809,-0.949,-0.545,-1.0,-1.524,-1.756
2025-09-02 16:04:00,Line-B,M3,Night,P2,30,2.4,11.18,32.34,19.15,80.93,36.19,0.817,57.6,41.8,4.198,0,0,0,1.261,0.828,2.602,2.243,1.334,-1.017,-0.659,-0.769,-0.569,0.343,1.385,1.016
2025-09-03 01:19:00,Line-A,M3,Night,P1,36,6.0,8.14,23.35,7.73,67.63,28.41,1.443,50.79,41.8,4.29,1,0,0,-0.433,-0.479,-0.942,-0.282,0.329,0.215,-0.522,0.217,-0.705,-0.043,0.382,-0.371
2025-09-26 20:13:00,Line-B,M2,Swing,P1,13,3.6,11.94,26.13,10.1,,28.77,1.314,54.95,35.6,4.561,0,0,0,0.364,0.065,0.067,0.424,0.441,0.253,0.45,0.249,-0.398,0.666,-0.81,-0.958
2025-09-24 11:59:00,Line-B,M4,Swing,P2,37,1.4,8.27,23.12,7.42,65.44,25.71,1.527,53.21,39.0,4.335,0,0,0,-0.066,0.361,-0.428,-0.266,0.195,-0.039,0.778,0.6,0.542,-0.745,-1.254,-0.577
2025-10-22 22:15:00,Line-B,M3,Day,P2,10,2.3,15.92,19.9,9.66,71.94,28.89,1.736,56.18,32.8,3.698,0,0,0,-0.213,0.892,0.578,0.065,0.34,0.523,0.215,0.139,0.269,-0.794,-0.757,-0.538
2025-10-26 06:07:00,Line-B,M5,Day,P2,14,3.3,14.21,22.16,9.43,69.75,30.04,0.982,47.35,39.9,4.334,0,0,0,0.459,0.317,0.519,0.965,0.567,-1.508,-1.122,-0.636,-1.383,0.072,0.122,-1.058
2025-10-12 21:15:00,Line-A,M4,Swing,P1,34,4.8,6.48,24.15,7.17,,,1.281,50.02,41.1,4.063,0,0,0,-0.697,-0.242,-0.075,-0.833,0.106,-0.039,-0.09,-0.652,0.312,0.509,-0.693,-0.604
2025-10-29 22:31:00,Line-B,M5,Swing,P3,42,5.6,15.24,18.77,8.9,59.8,24.26,1.943,48.88,32.8,3.659,0,0,0,-1.161,-1.532,-1.575,-1.177,-0.693,1.01,1.289,0.252,1.971,-1.643,-2.015,-1.356
2025-10-21 15:38:00,Line-B,M3,Day,P1,11,2.9,10.13,21.16,6.28,68.7,,1.679,54.99,41.3,3.791,0,0,0,-0.62,-0.186,-0.088,-0.506,-0.042,0.033,0.231,0.384,0.981,-0.14,0.35,-0.805
2025-09-30 09:05:00,Line-A,M2,Swing,P3,12,3.4,19.32,26.14,10.03,66.66,29.5,2.888,56.26,42.8,4.378,0,0,0,0.888,-0.141,0.399,0.759,1.048,1.344,1.604,1.633,1.386,-0.203,-0.314,0.312
2025-10-17 01:52:00,Line-A,M1,Swing,P1,48,2.4,7.9,27.23,7.71,62.51,25.61,3.089,50.09,43.2,4.593,0,0,0,-1.116,-0.646,-0.386,-0.256,-1.135,1.709,1.798,1.874,1.91,0.747,0.059,-0.269
2025-10-26 12:36:00,Line-A,M5,Night,P2,15,9.3,10.99,22.16,2.13,70.99,29.16,1.016,58.42,40.5,4.098,0,0,0,-0.214,0.083,0.583,0.838,-0.074,-0.499,-0.395,-0.574,-0.79,-0.452,-0.905,-0.626
2025-09-01 22:45:00,Line-A,M1,Night,P1,30,5.1,6.96,20.65,7.89,61.34,21.55,2.53,50.33,47.3,4.254,0,0,0,-1.101,-0.78,-1.565,-0.198,-1.476,0.896,0.87,0.56,1.06,-0.154,-0.067,-0.922
2025-09-08 23:27:00,Line-A,M4,Day,P1,52,4.2,7.88,25.36,10.87,69.73,30.48,2.093,55.25,32.0,4.201,0,0,0,0.595,0.172,0.183,0.963,0.815,0.817,0.48,0.821,0.48,-1.6,-1.389,-1.418
2025-10-30 05:03:00,Line-B,M4,Night,P2,34,7.1,10.85,31.55,18.92,77.18,31.76,3.083,56.63,41.5,4.375,1,0,0,0.763,0.579,1.633,0.99,1.97,0.975,1.388,1.728,1.576,0.349,0.397,-0.098
2025-09-21 10:34:00,Line-A,M4,Night,P3,23,3.7,15.47,25.37,7.68,74.51,31.99,3.659,57.13,43.8,4.253,0,0,1,0.154,0.78,0.026,0.641,0.266,1.371,1.293,1.679,1.568,0.124,-0.318,-0.82
2025-10-14 20:09:00,Line-A,M3,Day,P2,35,5.3,10.51,24.45,6.87,67.94,31.35,1.567,54.36,34.1,4.86,0,0,0,0.421,-0.218,0.512,-0.15,0.091,-0.032,0.11,0.284,-0.061,-1.904,-0.913,-1.313
2025-10-22 04:02:00,Line-C,M3,Day,P3,39,3.9,14.52,27.19,16.38,,37.94,1.436,59.13,32.2,4.475,0,0,0,1.456,1.628,2.304,1.8,1.601,-0.898,-1.38,-0.463,-1.051,-0.157,-0.379,-0.432
2025-10-05 08:11:00,Line-B,M5,Day,P3,56,0.4,15.17,30.57,11.65,74.73,32.74,1.12,56.07,47.7,4.239,0,0,0,0.22,0.105,1.005,0.678,0.959,-0.405,0.028,-0.524,-0.455,1.359,0.487,0.68
2025-10-20 04:10:00,Line-B,M3,Swing,P3,11,5.7,14.41,19.42,6.76,65.74,26.94,3.057,57.06,41.3,3.928,0,0,0,0.045,-0.1,-0.039,-0.098,-0.406,1.139,2.448,1.955,2.336,0.041,-0.311,-0.509
2025-09-15 22:45:00,Line-C,M4,Swing,P2,28,0.2,12.28,20.91,11.26,69.19,28.48,2.478,57.46,27.5,4.308,0,0,0,0.284,-0.082,0.606,0.383,0.406,1.476,1.627,2.045,1.365,-1.742,-0.972,-1.08
2025-09-05 16:50:00,Line-C,M2,Day,P3,16,5.5,15.35,23.16,4.78,68.96,28.47,1.521,55.11,46.8,4.229,0,0,0,-0.296,0.034,-1.422,-0.142,0.34,0.317,0.7,1.441,1.116,-0.508,-0.925,0.012
2025-10-09 19:28:00,Line-B,M5,Swing,P4,12,4.2,21.3,26.93,14.03,77.44,35.77,2.298,61.26,49.3,4.687,0,0,0,0.659,1.213,1.469,1.627,1.353,0.885,0.666,0.519,0.675,0.731,1.259,0.463
2025-10-22 21:11:00,Line-C,M4,Swing,P2,18,1.1,13.38,24.2,10.51,69.0,29.26,1.393,53.53,38.3,4.55,0,0,0,-0.188,-0.327,0.464,0.219,-0.186,-0.399,-0.639,-0.454,-0.19,-0.232,-0.566,-0.931
2025-09-26 16:47:00,Line-B,M2,Day,P3,36,4.2,13.61,30.43,17.67,78.78,34.18,0.901,55.98,50.0,4.637,0,0,0,1.232,1.219,1.381,1.38,1.456,-0.986,-1.021,-0.605,0.093,1.788,1.814,1.101
2025-09-03 22:02:00,Line-B,M1,Swing,P2,45,5.0,13.14,27.71,5.05,70.32,34.25,0.305,58.06,40.3,4.278,0,0,0,0.254,0.561,0.432,0.93,1.241,-1.468,-1.751,-1.59,-0.394,-0.153,0.284,-0.461
2025-09-30 22:45:00,Line-A,M4,Swing,P1,42,4.0,7.54,24.2,3.45,60.02,26.96,2.097,49.6,30.7,3.972,0,0,0,-0.497,-0.77,-0.605,-0.374,0.199,0.537,0.517,1.139,0.026,-1.121,-0.912,-1.787
2025-10-07 22:49:00,Line-C,M4,Swing,P3,26,5.3,15.38,25.47,10.21,72.24,30.47,1.402,56.19,44.9,3.866,0,0,0,0.477,0.732,0.162,0.373,0.598,-0.326,0.195,-0.497,-0.18,-0.149,1.131,0.653
2025-10-18 11:48:00,Line-B,M4,Swing,P2,58,2.3,14.28,33.09,21.18,76.53,,1.549,61.33,40.9,4.367,0,0,0,0.704,0.957,1.142,1.515,1.282,-0.133,-0.029,1.095,-0.098,0.334,,-0.063
2025-09-13 04:44:00,Line-A,M4,Night,P1,22,0.7,8.04,19.76,7.72,65.47,28.17,2.514,54.16,32.9,4.413,0,0,0,-0.826,-0.066,-0.243,-0.473,0.09,1.128,0.65,1.415,1.065,-1.382,-1.137,-1.542
2025-10-18 22:34:00,Line-A,M4,Day,P1,45,3.3,8.05,30.02,5.02,73.24,33.26,1.972,54.63,35.4,4.611,0,0,0,0.732,0.727,0.375,0.587,0.589,-0.21,0.56,0.137,0.488,-0.208,-0.566,-1.168
2025-09-26 15:25:00,Line-B,M4,Day,P3,37,4.9,14.44,24.38,8.26,74.63,33.79,1.357,58.84,33.4,4.36,0,0,0,0.459,1.116,0.806,1.759,1.256,-0.368,-0.077,-0.092,0.28,-0.038,-0.77,-0.661
2025-09-12 18:57:00,Line-C,M1,Night,P2,12,6.0,17.32,24.44,8.38,75.65,33.22,,56.0,39.8,4.075,1,1,0,0.468,0.39,0.907,0.936,0.614,0.175,1.497,1.494,1.127,0.605,0.36,-0.041
2025-09-14 10:03:00,Line-A,M1,Night,P2,59,6.6,10.07,29.23,11.02,77.12,31.88,2.929,57.07,40.2,4.632,1,3,0,0.346,0.539,0.018,0.898,1.006,1.209,1.536,1.716,1.247,-0.292,-0.258,0.675
2025-09-16 13:39:00,Line-B,M1,Night,P1,19,1.6,7.74,19.78,10.5,62.76,24.34,2.885,47.45,47.2,4.013,0,0,0,-0.911,-1.422,-1.488,-0.985,-0.616,0.867,1.451,1.112,1.309,-1.162,-1.307,-1.193
2025-10-17 21:13:00,Line-A,M5,Night,P4,36,6.6,19.84,22.88,2.95,68.54,29.57,2.237,55.55,41.3,3.931,0,0,1,-0.204,0.159,0.483,0.458,-0.219,1.269,1.136,1.312,1.288,-0.636,0.517,-0.447
2025-09-21 18:52:00,Line-B,M2,Day,P3,38,8.4,18.49,29.68,5.41,72.76,33.83,2.455,60.63,37.9,4.646,0,0,0,1.167,0.965,0.531,0.834,0.854,0.865,1.195,0.985,1.19,-0.152,0.629,-0.451
2025-09-24 15:19:00,Line-C,M2,Night,P1,28,4.6,10.86,21.31,11.39,61.92,26.44,1.929,52.65,43.9,3.522,0,0,0,-1.174,-1.166,-1.054,-1.069,0.597,0.323,1.045,0.709,0.732,-0.218,-1.761,-0.911
2025-09-30 06:37:00,Line-B,M3,Night,P1,29,5.4,7.11,19.39,8.68,68.01,29.68,1.441,50.48,38.9,4.416,0,0,0,-0.808,0.269,-0.354,0.542,-0.02,0.178,0.13,-0.334,0.378,-0.632,-1.58,-1.128
2025-09-12 03:17:00,Line-B,M1,Swing,P1,27,4.5,5.3,22.67,6.68,61.19,26.57,1.043,48.64,34.1,4.199,0,0,0,-0.335,-0.483,-0.319,-0.177,-0.508,-0.397,-0.835,-0.588,-0.408,-1.692,-1.357,-1.457
2025-10-30 09:41:00,Line-B,M2,Swing,P3,55,5.0,15.53,30.37,17.55,76.6,34.4,2.526,64.35,47.0,4.886,0,0,0,0.774,1.587,0.778,1.92,1.18,1.376,1.519,1.149,1.596,1.04,1.018,0.534
2025-10-12 04:41:00,Line-C,M2,Swing,P4,6,6.0,21.78,27.61,20.23,78.86,32.74,0.791,56.8,37.9,4.41,0,0,0,0.931,0.882,2.082,1.355,1.871,-0.741,-0.148,-0.036,-0.204,-0.12,0.673,0.142
2025-09-07 11:33:00,Line-A,M5,Day,P2,59,3.7,10.77,29.15,12.34,70.52,29.35,1.572,55.05,49.7,4.733,0,0,0,0.083,0.699,0.386,0.551,0.917,-0.244,-0.173,0.07,-0.169,1.548,1.262,1.057
2025-10-09 22:29:00,Line-B,M4,Swing,P2,55,4.0,14.26,30.17,6.97,67.15,27.16,2.224,51.4,44.7,4.255,0,0,0,-0.938,-0.086,0.96,-0.21,0.14,0.84,0.576,0.574,0.876,1.288,-0.005,-0.46
2025-09-26 08:04:00,Line-A,M3,Swing,P2,13,3.3,11.25,19.66,8.41,64.69,25.31,3.242,52.99,34.2,4.201,0,0,0,-0.485,-0.263,-0.514,-0.629,-0.123,1.545,0.791,0.901,2.266,-1.066,-1.894,-1.558
2025-10-27 00:57:00,Line-C,M4,Day,P1,29,5.9,7.26,29.17,6.48,72.17,32.83,2.972,60.34,43.3,4.643,0,0,1,1.292,0.422,0.694,1.019,1.303,1.55,1.714,1.974,1.94,-0.225,0.109,0.567
2025-09-15 00:16:00,Line-B,M2,Swing,P4,58,4.3,17.43,33.51,14.16,75.75,32.16,1.069,59.41,39.0,4.831,0,0,0,0.633,1.173,0.723,1.462,1.506,-0.691,-0.994,-0.748,-0.002,0.505,0.651,0.095
2025-10-12 22:01:00,Line-B,M2,Swing,P2,44,6.7,10.38,28.86,8.16,68.75,26.22,2.305,53.86,34.8,4.713,0,0,0,-0.449,0.285,-0.479,0.293,0.135,0.481,0.651,0.85,0.487,-1.003,-1.459,-1.304
2025-09-20 01:07:00,Line-B,M1,Day,P1,24,4.8,7.01,26.16,11.17,68.64,30.71,3.363,58.41,42.1,4.278,0,0,1,0.669,0.305,0.125,0.905,0.962,1.405,1.219,1.538,2.084,0.135,-0.285,-0.104
2025-10-17 05:28:00,Line-A,M2,Night,P2,11,6.3,12.42,31.54,19.14,78.49,35.13,,58.67,36.7,4.657,0,0,0,1.435,1.998,2.102,2.14,2.016,-0.44,-0.494,-0.357,-1.482,-0.267,0.228,-0.428
2025-09-21 12:54:00,Line-A,M4,Swing,P3,9,4.2,19.04,25.28,8.21,67.74,26.38,2.274,51.95,37.0,4.014,0,0,0,0.352,-0.132,-0.122,-0.548,0.261,0.837,0.434,1.568,1.117,-0.536,-0.055,-0.692
2025-10-26 14:23:00,Line-A,M4,Swing,P1,30,2.4,11.5,23.07,11.01,69.73,28.59,1.768,54.63,38.6,4.294,0,0,0,0.041,-0.044,0.117,0.346,0.066,0.375,0.407,-0.095,0.945,-0.382,-0.294,0.714
2025-10-25 01:32:00,Line-C,M5,Swing,P4,9,5.4,18.72,20.63,6.05,64.9,28.8,1.707,50.1,37.5,4.693,0,0,0,-0.633,-0.608,,-0.641,0.006,0.215,-0.831,0.237,0.226,-0.626,0.252,-0.091
2025-09-30 02:23:00,Line-A,M2,Night,P2,38,6.5,13.11,26.82,5.83,68.76,26.25,2.155,55.01,49.4,4.503,0,0,0,-0.547,-0.358,0.114,-0.514,0.676,0.422,0.817,0.909,1.168,0.702,-0.495,1.059
2025-09-01 11:21:00,Line-A,M1,Swing,P1,46,2.5,4.62,30.76,14.55,72.55,32.01,0.108,58.31,43.2,4.787,0,0,0,0.827,0.19,0.467,1.317,0.4,-1.782,-1.294,-2.259,-1.665,-0.188,0.227,-0.727
2025-10-21 00:58:00,Line-A,M1,Day,P2,43,5.0,11.93,32.8,19.41,81.07,34.87,3.27,64.26,57.8,4.669,0,0,0,2.029,1.508,1.144,1.608,1.547,1.009,1.426,1.454,1.22,1.793,2.082,1.361
2025-10-26 01:48:00,Line-A,M2,Day,P1,6,0.2,7.82,26.62,22.795327834918037,73.85,30.68,1.433,56.78,42.8,4.775,0,0,0,0.392,0.816,1.136,1.219,1.081,-0.336,-0.821,-0.209,-0.225,0.273,0.361,-0.272
2025-10-06 09:59:00,Line-A,M4,Swing,P4,6,0.4,15.22,22.95,8.21,69.9,29.86,0.796,56.73,26.7,4.034,0,0,0,0.909,0.041,-0.072,0.433,0.76,-0.433,-0.381,-1.136,-0.385,-0.639,-1.555,-0.911
2025-10-22 06:11:00,Line-B,M2,Night,P3,52,4.4,13.13,29.97,3.64,72.36,33.77,2.968,58.12,40.5,4.46,0,0,0,0.893,0.875,0.999,1.491,0.841,2.221,2.013,1.671,2.214,0.374,0.853,0.712
2025-10-04 13:12:00,Line-A,M3,Night,P2,19,7.4,13.56,24.31,11.93,72.32,30.84,1.946,58.15,38.6,4.191,0,0,0,0.014,-0.111,-0.386,0.753,0.623,1.049,0.587,0.4,0.759,-1.056,-0.42,-1.196
2025-09-11 22:36:00,Line-A,M5,Day,P2,35,2.8,12.83,24.29,6.5,64.43,30.52,2.209,47.89,47.3,4.271,0,0,0,-0.44,-0.218,0.298,0.314,0.342,0.588,0.144,0.319,0.386,0.105,0.074,0.519
2025-10-18 03:31:00,Line-C,M5,Swing,P2,36,4.7,11.4,27.79,7.74,73.78,31.14,1.739,56.07,41.5,4.301,1,0,0,0.072,0.477,0.771,0.835,1.055,0.68,0.246,0.073,0.525,0.159,-0.26,0.734
2025-10-05 15:55:00,Line-A,M5,Swing,P1,41,7.2,9.9,27.29,8.68,,28.6,1.154,51.64,39.5,4.417,0,0,0,-0.908,-0.674,-0.421,0.033,-0.17,-1.086,-0.476,-0.535,-0.665,-1.142,-0.994,-0.4
2025-10-10 12:47:00,Line-A,M4,Swing,P3,41,1.9,15.36,27.2,14.81,73.35,28.05,2.17,52.94,38.1,4.249,0,0,0,0.015,0.165,0.702,0.798,0.561,0.36,0.473,0.445,-0.062,-0.179,-0.38,0.762
2025-10-10 02:43:00,Line-C,M1,Night,P3,52,0.2,12.14,30.7,21.34,,34.1,1.47,58.76,39.2,4.631,0,0,0,-0.152,1.54,1.671,1.709,1.75,-0.033,-0.08,-0.155,-0.078,0.279,-0.234,0.71
2025-10-09 04:22:00,Line-B,M3,Swing,P1,19,4.0,10.06,14.34,6.73,57.94,23.24,1.679,41.49,41.0,4.089,0,0,0,-2.023,-2.066,-1.835,-1.222,-1.873,-0.547,0.14,-0.038,0.202,-0.998,-2.152,-0.494
